event_name,round,match,team,yt_channel,timestamp,author_name,text,sentiment
Seoul,1,1,GRV,steezystudio,0:19:42,@hewwoderek3318,OOOOOOOOOO RF CALL OUT,Neutral
Seoul,1,1,GRV,steezystudio,0:19:44,@haakmeow,OH NO THEY DIDN'T,Negative
Seoul,1,1,GRV,steezystudio,0:19:46,@klarzsenpaiii,tuff,Negative
Seoul,1,1,GRV,steezystudio,0:19:47,@jeffreybtran,:smiling_face_with_tear::smiling_face_with_tear::smiling_face_with_tear:,Neutral
Seoul,1,1,GRV,steezystudio,0:19:58,@kc-un7by,boring,Negative
Seoul,1,1,GRV,steezystudio,0:20:04,@oliviatokiohotel,OMG SLAYY,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:06,@ehtwmz,BRING IT HOME :crown::crown::crown:,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:06,@rhiazze,LETS GO RFFFF!!!!!,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:07,@imnoreen,did the dancer fall after he did his flips?,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:07,@elijahidl,RFFFF,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:08,@queen_najjingo,lets gooo rf,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:09,@klarzsenpaiii,lesgooo rffffff,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:10,@JacobLeggett,this bouta be a mess,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:13,@presko5787,ROYAL FAMMMMM,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:13,@Sarafadom,It was an accident,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:17,@gaxriel_3,Les go rfff,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:18,@presko5787,LEGOO,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:19,@oliviatokiohotel,when will the land be shown?,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:24,@jaehyunjepsen,the slip up was the flip but it wasnt that impactful,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:24,@irwin-rz2uq,YESSSS,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:27,@irwin-rz2uq,LETS GOOOOOO,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:32,@oliviatokiohotel,RFFFFFFF YASS,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:35,@oliviatokiohotel,OMG,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:35,@klarzsenpaiii,OKAYYYYYYYYYY,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:42,@ehtwmz,OKAYYY,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:43,@gaxriel_3,ATEEE,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:44,@oliviatokiohotel,NAH RF WILL WIN FAHHH OMDD,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:51,@gaxriel_3,HELL YEAHHH,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:12,@oliviatokiohotel,SORRY GVR YALL ARE GOOD BUT RF?! O.M.G,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:17,@ehtwmz,OH THEY ARE EATINGGGG,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:17,@joied4718,OUH THEY EATING,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:29,@elijahidl,Ouuui shiii,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:29,@klarzsenpaiii,EATINNNNNNNNNNN,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:33,@joseeeemartiiiin,RF gets this oneee,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:37,@joseeeemartiiiin,Kaen,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:39,@MotivatedPotatoKnish,this tuff,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:41,@sunakochan466,I GUESS THEY WOKE UP FROM HIBERNATION GO RF!!!,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:48,@gaxriel_3,LEAGE,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:49,@oliviatokiohotel,OUUUUU,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:51,@gaxriel_3,ATE,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:52,@JacobLeggett,rf needs some better music,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:01,@oliviatokiohotel,OMG,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:03,@elenammorante,AYYYYYY,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:06,@oliviatokiohotel,THAT ATE DAMNN,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:08,@klarzsenpaiii,NASTYYYYYYYYY,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:24,@MotivatedPotatoKnish,DAMN,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:24,@-yn6ro,r u enjoying it manya?!!,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:25,@mdjwhsnfien,call outt,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:26,@gaxriel_3,ATEEE,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:27,@oliviatokiohotel,OMG,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:31,@JacobLeggett,oh yeah rf has this,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:35,@rafahgamez3703,holy arau,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:37,@-yn6ro,less goo,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:38,@kefilweKalaloka,wow :ok_hand:,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:38,@mktnzz,OOOOH THEYRE WINNINGG,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:42,@JacobLeggett,calling out vancouver,Neutral
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:47,@ehtwmz,LETS GO MOOOOOO,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:48,@oliviatokiohotel,NAH RF IS WINNING AA,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:51,@oliviatokiohotel,OMG,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:52,@eggyroven,NOW THIS THE ROYAL CAMILY WEE KNOWWW,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:52,@sunakochan466,Yoio,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:48,@klarzsenpaiii,LESGO,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:50,@CharlesSaldasal-n5c,damnnn,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:50,@sunakochan466,LEZGAWWWW,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:51,@jamesnapoleon9402,BROTHERHOOD,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:53,@elijahidl,BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BRDH,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:57,@elijahidl,ELDONDNDNDNDND,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:38:59,@haakmeow,AHHHHH,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:00,@queen_najjingo,lets goooooo,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:15,@ehtwmz,oh same song,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:21,@elijahidl,YES DON'T,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:23,@oliviatokiohotel,Omg,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:23,@presko5787,LETS GOOOOO,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:24,@elijahidl,ELDONNN,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:32,@oliviatokiohotel,AHHHYYY,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:47,@klarzsenpaiii,GO ALO,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:48,@elenammorante,AY AY,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:54,@elijahidl,BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BROTHERHOOD :eyes::eyes::eyes::crown::crown::crown::crown::crown:BRDH,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:39:58,@klarzsenpaiii,OOO HAMUZAAAAAA,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:00,@elijahidl,HOLY CLEANNNN,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:10,@elenammorante,OUUUUUUU,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:18,@MotivatedPotatoKnish,YUHHHHH,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:19,@kc-un7by,boring,Negative
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:21,@Jam-hw7nz,letsgooo francis,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:27,@sunakochan466,Aye,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:27,@ehtwmz,the camerawork is much better this series,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:30,@klarzsenpaiii,MIX IS INSANE,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:39,@elijahidl,EYY,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:40:54,@CharlesSaldasal-n5c,ts is their weakest set so far,Negative
Seoul,1,2,BROTHERHOOD,steezystudio,0:41:12,@sunakochan466,Yeah agreed,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:41:12,@chanh_nguyen.,Korean knows their camera work lol,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:41:15,@nenevss,they seem tired,Negative
Seoul,1,2,BROTHERHOOD,steezystudio,0:41:17,@natejuno_4928,The camerawork tho fr fr,Positive
Seoul,1,2,BROTHERHOOD,steezystudio,0:41:17,@queen_najjingo,agreed,Neutral
Seoul,1,2,BROTHERHOOD,steezystudio,0:41:29,@kc-un7by,half of the group standing there doing nothing,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:42:22,@Unknown-dy2xj,Aww this was kinda corny,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:42:26,@queen_najjingo,but it was nice and clean,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:42:28,@RiffraffDC,The success of these routines really hinges a lot on song choice huh,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:42:29,@jamesnapoleon9402,yeah they do,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:42:30,@NimitkotianNiko,could have done better,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:42:32,@queen_najjingo,lets gooo QS,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:42:34,@RocheeCondes-r2l,THERES A ROUND 2 RIGHT?,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:42:35,@itscjhernandez,They taking easy on Quickstyle,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:42:36,@RegularDancer,"yess they look tired, wish them luck :sparkles:",Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:42:42,@yofanboiii,GO GOOO QS,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:42:55,@CharlesSaldasal-n5c,I feel scared for brotherhood :face_holding_back_tears:,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:42:58,@ehtwmz,OK LETS GOOOOO,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:43:16,@jamesnapoleon9402,brotherhood :folded_hands::folded_hands::folded_hands::folded_hands::shooting_star::face_with_tears_of_joy::face_with_tears_of_joy:,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:43:20,@IaMREIJI,ahhh damn somebodfy already fell lol,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:43:26,@elijahidl,I'm still gonna vote brdh idrc,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:43:29,@ehtwmz,I ALWAYS LOVE QS MUSIC ITS SOO DIFF,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:43:33,@rafahgamez3703,BROTHERHOOD,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:43:49,@sunakochan466,IM GUESSING 1M VS. RF VS.,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:43:52,@ehtwmz,OH EATTT,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:43:57,@elenammorante,OUUUU,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:02,@sunakochan466,2nd roast right there the shirt,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:44:04,@InsaniTy-t3z,pace too slow,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:09,@JhnRy1108,they kinda messy,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:12,@InsaniTy-t3z,boorring,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:16,@itscjhernandez,Not strong,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:22,@InsaniTy-t3z,borring af,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:22,@Ownmystyle90,brotherhood stilll,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:27,@elijahidl,Messy,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:28,@itscjhernandez,STILL BRDH,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:28,@CharlesSaldasal-n5c,I feel like brotherhood will get this though,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:29,@thedigitalnoah,WTH is this set,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:44:33,@elijahidl,Brdh stilln,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:38,@ehtwmz,this is definitely a different qs than what they’ve given in the previous locations,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:44:40,@NimitkotianNiko,brotherhood hS,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:44:42,@jamesnapoleon9402,Brhd will win this fr,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:44,@JhnRy1108,Brotherhood still have a change to win HAHA,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:46,@InsaniTy-t3z,brotherhood just give this girls a chance,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:47,@InsaniTy-t3z,come on,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:54,@NimitkotianNiko,brotherhood has chance,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:44:55,@itscjhernandez,BRDH will get back on 2nd,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:44:55,@mktnzz,they lack wow factor,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:45:05,@ehtwmz,LETS GO QUICK STYLE,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:45:15,@InsaniTy-t3z,stop dreaming,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:45:17,@InsaniTy-t3z,not a chance,Negative
Seoul,1,2,QUICK STYLE,steezystudio,0:45:19,@yofanboiii,LEZGG QS,Positive
Seoul,1,2,QUICK STYLE,steezystudio,0:45:23,@InsaniTy-t3z,pace to slow,Negative
Seoul,1,3,1MILLION,steezystudio,0:58:55,@CharlesSaldasal-n5c,Y'ALL CAN DO THIS,Positive
Seoul,1,3,1MILLION,steezystudio,0:58:56,@alien.onthisearth,WOOOO 1M LEZZGO,Positive
Seoul,1,3,1MILLION,steezystudio,0:58:59,@yofanboiii,gogogogoo 1m,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:02,@elijahidl,1M,Neutral
Seoul,1,3,1MILLION,steezystudio,0:59:02,@yofanboiii,eat ittt,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:03,@JacobLeggett,hopefully some good energy,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:16,@presko5787,LETS GOOOO,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:22,@JacobLeggett,ouuuuu,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:22,@elijahidl,EYEEEEE,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:31,@JacobLeggett,hollonnnnnnn,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:33,@yofanboiii,AAAAAAAA,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:36,@ImFeja,metal intro holy,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:37,@CharlesSaldasal-n5c,Jesus reference dawg,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:38,@klarzsenpaiii,HOLY,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:41,@klarzsenpaiii,LMAO,Neutral
Seoul,1,3,1MILLION,steezystudio,0:59:42,@JacobLeggett,oh period,Neutral
Seoul,1,3,1MILLION,steezystudio,0:59:44,@yofanboiii,OMGGGGG,Positive
Seoul,1,3,1MILLION,steezystudio,0:59:45,@zein-n1i,fireeeee,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:04,@zein-n1i,song choiceeee bruh:fire:,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:09,@Jam-hw7nz,damnnnnn,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:10,@JhnRy1108,they loved lady G songs,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:10,@funbts_7,holy shi,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:12,@yofanboiii,LAKASS,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:18,@klarzsenpaiii,OOO,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:21,@funbts_7,OMG 1M ON HOME TURFF,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:23,@yofanboiii,LIAAA,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:28,@CharlesSaldasal-n5c,holyy,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:32,@natejuno_4928,Now this is a competition set,Neutral
Seoul,1,3,1MILLION,steezystudio,1:00:38,@joanin999,SWIM REFERENCE HAHAHH,Neutral
Seoul,1,3,1MILLION,steezystudio,1:00:41,@yofanboiii,CLEAN AF,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:41,@klarzsenpaiii,STARTING OFF WITH A BANGER,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:46,@JacobLeggett,already best of the night,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:51,@queen_najjingo,very clean,Positive
Seoul,1,3,1MILLION,steezystudio,1:00:55,@queen_najjingo,and dynamic,Neutral
Seoul,1,3,1MILLION,steezystudio,1:00:55,@JacobLeggett,cmon wackinggggg,Positive
