event_name,round,match,team,yt_channel,timestamp,author_name,text
Seoul,2,1,1MILLION,idl.global,1:38:23,@ellieanagnostou7545,GOOOOO BROTHERHOODD
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:46,@vahnyk,DISSS
Sydney,1,1,JAM REPUBLIC,steezystudio,0:25:38,@hewwoderek3318,LET THE GAMES BEGIN
Seoul,1,2,QUICK STYLE,idl.global,0:41:09,@guuuu7j7654,Boring
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:54,@eljhanzu,BROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOP
Seoul,1,3,1MILLION,idl.global,0:57:32,@UwU-on8kq,STAGINGGGG
Seoul,2,1,BROTHERHOOD,idl.global,1:33:53,@nishimurr0,LOL
Seoul,1,2,BROTHERHOOD,idl.global,0:38:17,@heinzfel,ADRIANNN
Seoul,2,1,1MILLION,idl.global,1:38:15,@ellieanagnostou7545,GOOOOO BROTHERHOODD
Seoul,2,1,BROTHERHOOD,idl.global,1:35:49,@Venquizz-d8g,:fire::fire::fire::fire::fire:
Seoul,1,1,GRV,idl.global,0:16:41,@JeCzar,its still clean tho
Seoul,2,1,BROTHERHOOD,steezystudio,1:37:43,@ImFeja,The neck rotations with the hats look so good my god
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:19,@crispy5104,again??????
Seoul,1,1,GRV,idl.global,0:14:51,@Reiddddddddd,hype rhe room up guys
Seoul,2,1,BROTHERHOOD,idl.global,1:33:42,@medic_dubs,HELLO OPENING???
Seoul,2,1,1MILLION,steezystudio,1:43:05,@ramoskim1032,When is brotherhood guys?
Seoul,2,1,1MILLION,idl.global,1:39:58,@Mavisymra,VOTE BROTHERHOOD!
Seoul,2,1,BROTHERHOOD,idl.global,1:33:57,@shelleybutler-tx5hn,YOOOOO
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:58,@gabbykristine5461,even the stream couldnt handle the same song for the third time LAWLL
Seoul,2,1,BROTHERHOOD,idl.global,1:34:46,@harrybui1264,Okayyyyyyy
Seoul,2,1,1MILLION,steezystudio,1:42:52,@rhiazze,bh is done
Seoul,2,1,BROTHERHOOD,idl.global,1:34:27,@ellieanagnostou7545,GOOOOO BROTHERHOODD
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:27,@CANAAN-x,damn
Seoul,1,2,BROTHERHOOD,idl.global,0:36:12,@Yondamotivs,MOVEIT VS ANGKAS
Seoul,1,1,ROYAL FAMILY,idl.global,0:19:37,@kizuumi0420,AYEEEEE
Seoul,2,1,BROTHERHOOD,steezystudio,1:36:50,@KurtKydae,saja boysssss
Seoul,2,1,1MILLION,idl.global,1:39:57,@vmese,they won
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:03,@ikeeee_0,FIREEEE
Seoul,1,3,1MILLION,idl.global,0:56:58,@Jwhops,GG GUYSSS
Seoul,2,1,BROTHERHOOD,idl.global,1:33:33,@ellieanagnostou7545,OH MYYYYY
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:07,@JulianLadlad-q1h,WHAT
Seoul,2,1,1MILLION,idl.global,1:39:19,@ifskate420,oh
Seoul,1,2,QUICK STYLE,idl.global,0:40:27,@mathyunghyunsukieee3957,still Brotherhood
Seoul,2,1,ROYAL FAMILY,steezystudio,1:34:40,@ellianeblondeau,yaaaas
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:41,@terrencegustilo9591,Royal Family ate!!
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:43,@double_roses,BIASED CROWED THOUGH
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:59,@harrybui1264,JR better picks a good song
Seoul,1,2,BROTHERHOOD,idl.global,0:36:57,@ririsgonewild,HUMUZAA
Seoul,1,3,JAM REPUBLIC,steezystudio,1:04:11,@lauren_yy,BYEEEEEE
Seoul,1,2,QUICK STYLE,idl.global,0:41:55,@babyinbabyblue.,I’m srry but honestly brotherhood is taking it
Seoul,1,1,ROYAL FAMILY,idl.global,0:19:33,@MJH977,hmmm idk
Seoul,1,2,BROTHERHOOD,idl.global,0:36:03,@takeyyshi,SHETT
Seoul,2,1,ROYAL FAMILY,idl.global,1:30:53,@RubyCrystal-u1y,if it stop it's sus
Seoul,1,2,QUICK STYLE,idl.global,0:40:39,@takeyyshi,BRHD STILL CLEAN AFFF
Seoul,1,1,GRV,idl.global,0:16:53,@RubyCrystal-u1y,ohhhhh
Seoul,1,2,QUICK STYLE,idl.global,0:40:51,@aliahm.6726,ngl QS won already
Seoul,2,1,BROTHERHOOD,idl.global,1:33:40,@davemelano9631,kinjaz???
Seoul,2,1,BROTHERHOOD,idl.global,1:33:20,@kenjifd,DAMNNN HAHAHAHAHAHAHAHAH
Seoul,2,1,BROTHERHOOD,idl.global,1:35:33,@takeyyshi,OH
Seoul,1,2,QUICK STYLE,idl.global,0:39:38,@princesimbulan5074,not bad but not good
Seoul,1,3,1MILLION,idl.global,0:57:39,@eljhanzu,BROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOPBROTHERHOOD ON TOP
Seoul,2,1,BROTHERHOOD,idl.global,1:34:37,@toshq_q,SO CLEAN
Seoul,1,3,1MILLION,idl.global,0:56:04,@Oyasumi1234,1 MIL LEGGOOOOO
Seoul,2,1,1MILLION,idl.global,1:39:08,@RafaelWFH,IF 1M WON ITS COOK
Seoul,2,1,ROYAL FAMILY,steezystudio,1:34:37,@kavoooo1,yeahh this is too good they are going to win
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:04,@UwU-on8kq,HOLY
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:54,@vyanzee6,DAMNN
Seoul,2,1,BROTHERHOOD,idl.global,1:34:51,@firzymahardikalolowang9510,the crowd not thatt loud
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:53,@markb4055,Sabotage hahaha
Seoul,1,2,QUICK STYLE,idl.global,0:42:18,@isabella-rc7ks,BROTHERHOODD
Seoul,1,2,QUICK STYLE,idl.global,0:41:58,@LivingInElysium,Really not feeling this one.
Seoul,1,3,JAM REPUBLIC,steezystudio,1:05:08,@yshnrys,THEYRE SO MADDD GAHWISBSJNED
Sydney,1,2,1MILLION,steezystudio,0:52:11,@yourhope8030,leshh gooooooooooo
Seoul,2,1,1MILLION,steezystudio,1:43:25,@แมดเธอว์,the wswf moment i CANTTT
Seoul,1,3,1MILLION,idl.global,0:57:27,@eve4560,I LOVEEE IT
Seoul,1,2,BROTHERHOOD,idl.global,0:38:17,@AttillahAlog,weak :((
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:29,@elijahidl,Ouuui shiii
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:50,@hroyhn,holy lag
Seoul,2,1,1MILLION,idl.global,1:39:25,@fbhthkdxs,songggggggggggggggggggggggg boring
Seoul,2,1,1MILLION,idl.global,1:38:20,@Sean_S_00,SPIDERMAN
Seoul,2,1,1MILLION,steezystudio,1:43:14,@rhiazze,SO GOOD
Seoul,2,1,1MILLION,idl.global,1:39:04,@avy_guel22,Lakass din
Seoul,1,1,GRV,idl.global,0:14:07,@Lucian7377,First match
Seoul,1,2,QUICK STYLE,idl.global,0:39:38,@bellejeanarpilleda4465,PLEASEE LANGG
Seoul,1,2,QUICK STYLE,idl.global,0:39:23,@j.feelinright,SO CLEANNNN BUT NOT SO VIBEY
Seoul,1,2,QUICK STYLE,idl.global,0:41:15,@Helyum3,brhd wins
Seoul,2,1,BROTHERHOOD,idl.global,1:33:52,@hroyhn,AYEEE
Seoul,1,2,QUICK STYLE,idl.global,0:39:23,@rtyoen7270,Mid
Seoul,2,1,1MILLION,idl.global,1:39:56,@kikay849,BROTHERHOOOOD
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:51,@OreoSISTAHS,SOOHIEEE
Seoul,1,3,1MILLION,idl.global,0:58:38,@heinzfel,SO GOOD
Seoul,1,3,1MILLION,idl.global,0:57:10,@veronica-yw2vo,may. error
Seoul,1,2,QUICK STYLE,idl.global,0:40:03,@cenamoncenamobuns,OKAYY
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:52,@TongkanKawayan,LAGGING
Seoul,2,1,1MILLION,idl.global,1:39:52,@jj1728,THIS IS CREATIVITYYY!!!!!
Seoul,1,2,QUICK STYLE,idl.global,0:41:27,@maya92748,SHADEEEEEEE
Seoul,2,1,BROTHERHOOD,steezystudio,1:37:03,@Yleviathan,HAHAHAHAH Sahood!
Seoul,1,1,GRV,steezystudio,0:18:19,@hewwoderek3318,YASSSSSSSS GRVVVVVV
Seoul,1,1,GRV,idl.global,0:14:13,@tn3cniverd187,LETS GOOO
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:36,@AKAGum00,OKAY JR GET IT???
Seoul,1,3,1MILLION,idl.global,0:57:22,@patriciadesquitado871,Asa si Gojo
Seoul,2,1,1MILLION,idl.global,1:37:48,@noelverzosa8127,straight up favoritism on brhd btw LOLLLLL
Seoul,2,1,1MILLION,idl.global,1:39:10,@Not_kassu,HOLYYY
Seoul,1,3,1MILLION,idl.global,0:57:48,@parkjihou,SHOPPEE TAYO SHOPPEE GUYS TEAM PILIPINS
Seoul,1,2,BROTHERHOOD,idl.global,0:35:54,@cenamoncenamobuns,LETSGO
Seoul,1,2,QUICK STYLE,idl.global,0:41:15,@MeltonLagrimas,pangit hahahaha jokeeee
Seoul,1,3,1MILLION,idl.global,0:55:59,@LucasPasig,SIKAND
Seoul,1,3,1MILLION,idl.global,0:57:38,@joelfgallarde,BASIC!!
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:30,@Helyum3,OH
Seoul,1,2,BROTHERHOOD,idl.global,0:38:28,@aguxtd,wooo
Seoul,2,1,BROTHERHOOD,idl.global,1:34:04,@F3ATH3RH3ATH3R,TAKEDOWN YOOO
Seoul,2,1,1MILLION,idl.global,1:37:43,@rynfrrr,SPIDER MAN
Seoul,1,3,1MILLION,idl.global,0:58:24,@christiankyleescoto2160,SHOPPEE SHOPPEE SHOPPEE
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:47,@taemo_baho,WHAT????
Seoul,1,2,BROTHERHOOD,idl.global,0:36:05,@UwU-on8kq,HOLY
Seoul,2,1,BROTHERHOOD,steezystudio,1:38:39,@InsaniTy-t3z,wtfffff
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:20,@yowzzz05,WAITTTT
Seoul,1,1,GRV,idl.global,0:15:30,@connellyzdiaz4529,goodluck
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:15,@jnaethan33,this song again?
Seoul,2,1,ROYAL FAMILY,idl.global,1:30:30,@yofanboiii,:crown::crown::crown::crown::crown::crown::crown::crown:
Seoul,1,3,1MILLION,idl.global,0:57:25,@melissalin1713,CLEAN SWEEP
Seoul,1,2,QUICK STYLE,idl.global,0:41:26,@AttillahAlog,weak also
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:46,@thandeka1379,why was it lagging
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:42,@markilaset09,JR GALINGAN NYO KAHIT ISANG POINT
Seoul,1,2,BROTHERHOOD,idl.global,0:37:18,@UwU-on8kq,LIGHTSSSSS
Seoul,2,1,BROTHERHOOD,idl.global,1:33:30,@minimeal9353,SAJAHOOD LETS GOOO
Seoul,2,1,ROYAL FAMILY,idl.global,1:29:36,@DJJD17,:crown::yellow_heart:CROWNS UP:yellow_heart::crown:
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:33,@enashinoo,GRV COOKED
Seoul,2,1,ROYAL FAMILY,idl.global,1:30:03,@hshszzi,smooth
Seoul,2,1,ROYAL FAMILY,steezystudio,1:33:02,@sunakochan466,They would upload the junior i think
Seoul,1,2,QUICK STYLE,idl.global,0:41:47,@joOhners,NO COMMMENTO!
Seoul,1,3,1MILLION,idl.global,0:56:45,@markilaset09,GAGSTI
Seoul,1,2,QUICK STYLE,idl.global,0:41:07,@malennamae,Idk they kinda remind me of highschool dance team
Seoul,1,3,1MILLION,idl.global,0:57:08,@neorrii,SUPPORT PHILIPPINES HA WAG KAYONG ANO
Seoul,2,1,1MILLION,idl.global,1:37:58,@victxriah,WFTFFFFFF
Seoul,1,1,ROYAL FAMILY,idl.global,0:19:39,@connellyzdiaz4529,RFFFFFFF
Seoul,2,1,BROTHERHOOD,steezystudio,1:37:59,@irwin-rz2uq,OH THEYRE TAKING IT
Seoul,1,1,GRV,idl.global,0:14:07,@Bitcxbed,IM EXCITED
Seoul,2,1,ROYAL FAMILY,steezystudio,1:35:23,@yooo_seoji,formation and spacing really is their strength
Seoul,2,1,BROTHERHOOD,idl.global,1:33:58,@leviaiki9168,LMAOOOO
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:38,@bonkersz0,grv shade
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:04,@AKAGum00,ohh....
Seoul,2,1,ROYAL FAMILY,idl.global,1:31:38,@harrybui1264,Whatttt
Seoul,1,3,1MILLION,idl.global,0:56:45,@CDSBang,LEZGOOOOO
Seoul,1,3,1MILLION,idl.global,0:56:58,@tealcushion,DAMNNNN
Seoul,2,1,1MILLION,idl.global,1:38:26,@lourencediana5680,DO WE STILL NEED TO WATCH THIS? BROTHERHOOD ALREADY WON!!
Seoul,1,3,1MILLION,idl.global,0:58:29,@wavetoearth.02,WAIT I ACTUALLY LOVEEEE
Seoul,2,1,BROTHERHOOD,idl.global,1:35:19,@penguinixx,LETSSS GOOOOOO
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:42,@bpinkbit,lia kim is so motherrrr
Seoul,1,2,QUICK STYLE,idl.global,0:41:20,@vahnyk,boring
Seoul,2,1,BROTHERHOOD,steezystudio,1:36:55,@jbrevilleza3636,BROOOOO
Seoul,2,1,BROTHERHOOD,steezystudio,1:36:59,@dvwr,LMAOO SAJA BOYS
Seoul,2,1,ROYAL FAMILY,idl.global,1:31:33,@Maggie_Yang,omggg
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:51,@SeanEzra-zv2vf,LAGGGGGG GAGOOOOOOO
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:14,@enashinoo,VERY clean but not striking
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:27,@yourbaddie143,VOTE FOR GRV!!!!!
Seoul,2,1,BROTHERHOOD,idl.global,1:35:06,@ReVeLy-ez3qt,SO COOL
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:38,@putt._puttt,TUFF
Seoul,1,2,QUICK STYLE,idl.global,0:42:18,@SBH-25,
Seoul,2,1,ROYAL FAMILY,idl.global,1:29:42,@DJJD17,wowwwwwwwww
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:52,@LucasPasig,NAH RIGGED
Seoul,1,2,BROTHERHOOD,idl.global,0:38:03,@kunsyaman,LETS GO KELVINNNN
Seoul,2,1,BROTHERHOOD,idl.global,1:34:11,@ken-l1p8u,song choice is eh
Seoul,1,3,1MILLION,idl.global,0:57:53,@CallMeNath-2,Sheeeeeesh thats fire!
Seoul,1,2,QUICK STYLE,idl.global,0:41:52,@isabella-rc7ks,BROTHERHOODD
Seoul,2,1,BROTHERHOOD,idl.global,1:33:46,@yukaaa3212,AHHHH
Seoul,1,1,GRV,idl.global,0:16:17,@shiryu1094,umay
Seoul,2,1,BROTHERHOOD,idl.global,1:35:05,@kunsyaman,better than their first icl
Seoul,1,1,GRV,idl.global,0:15:47,@lili_blink000,Ayeeee woaahhh
Seoul,1,2,BROTHERHOOD,idl.global,0:38:06,@frannymalzar,SYNCHRONIZATION BADDIES
Seoul,1,1,GRV,idl.global,0:15:34,@taynguyener,Oh NO
Seoul,1,2,QUICK STYLE,idl.global,0:40:28,@Kyle-108,boring
Seoul,1,3,1MILLION,steezystudio,0:59:38,@klarzsenpaiii,HOLY
Seoul,2,1,1MILLION,idl.global,1:39:01,@MotivatedPotatoKnish,this fire
Seoul,1,2,BROTHERHOOD,idl.global,0:36:16,@joOhners,OKK!!
Seoul,1,1,GRV,idl.global,0:15:25,@justwavvv,luh bat ganyan yung lighting hahahha
Seoul,1,2,BROTHERHOOD,idl.global,0:37:01,@melissalin1713,ELDOOOOOON
Seoul,1,2,QUICK STYLE,idl.global,0:39:23,@SiyamiKI,oh noo
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:45,@Sparklebutterfly14,calling out grvvvv
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:47,@MJH977,IT LAGGING
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:02,@Tantadolp,0 7 SWEEEPPPPPP
Seoul,2,1,BROTHERHOOD,idl.global,1:34:05,@ellieanagnostou7545,GOOOOO BROTHERHOODD
Seoul,1,2,QUICK STYLE,idl.global,0:39:22,@PowerTheCrew,i feel like they were holding back
Seoul,2,1,1MILLION,idl.global,1:38:42,@tosenzoe,mid
Seoul,2,1,1MILLION,idl.global,1:38:07,@ellieanagnostou7545,GOOOOO BROTHERHOODD
Seoul,1,2,QUICK STYLE,idl.global,0:41:45,@shelleybutler-tx5hn,Boring
Seoul,1,3,1MILLION,steezystudio,0:59:22,@JacobLeggett,ouuuuu
Seoul,2,1,1MILLION,idl.global,1:39:28,@NevereverMindeddd,BROTHERHOOD GONNA WIN
Seoul,2,1,BROTHERHOOD,idl.global,1:35:37,@academicsfirst,OMG
Seoul,2,1,1MILLION,idl.global,1:37:51,@takeyyshi,its giving spiderman
Seoul,1,2,BROTHERHOOD,idl.global,0:36:00,@bonkersz0,LETS GOOOO BRHD
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:59,@74D3N,THE LAGGG
Seoul,2,1,1MILLION,idl.global,1:37:44,@LucasPasig,LIKE A SPIDER
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:53,@Lucian7377,RIGGEDD
Seoul,1,1,ROYAL FAMILY,idl.global,0:19:56,@xaroulaspanou,yeahhhh
Seoul,2,1,ROYAL FAMILY,idl.global,1:32:13,@adrianpaulyadao6190,damn
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:05,@Ynasy_Ynasy,nahhh grv>royal fam
Seoul,1,2,QUICK STYLE,idl.global,0:40:01,@jeio7737,AYE AYE AYE
Seoul,2,1,ROYAL FAMILY,idl.global,1:31:16,@akaili1088,see the stream doesnt lag
Seoul,1,1,GRV,idl.global,0:14:24,@ClydeLacambra,GRV!!!
Seoul,1,2,QUICK STYLE,idl.global,0:39:46,@Reiddddddddd,L crowd EWWW WTF KOREA
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:29,@yowzzz05,RF FIREEEEE
Seoul,1,2,QUICK STYLE,idl.global,0:41:36,@takeyyshi,boring
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:49,@blackpinkstan101,Why tf is it lagging
Seoul,1,3,1MILLION,idl.global,0:57:42,@rubysayer3025,YUUUCKKK
Seoul,1,2,QUICK STYLE,idl.global,0:40:04,@tobioweb5500,qs has a chance!!
Seoul,2,1,1MILLION,idl.global,1:39:17,@Anastasia-rt4mi,Good afs
Seoul,1,2,QUICK STYLE,idl.global,0:41:24,@kenramping,brotherhood just matched their energy for the 1v1 guys
Seoul,1,2,QUICK STYLE,idl.global,0:40:58,@mokipop3069,THE CALLOUT
Seoul,2,1,BROTHERHOOD,idl.global,1:33:40,@ellieanagnostou7545,GOOOOO BROTHERHOODD
Seoul,1,2,QUICK STYLE,idl.global,0:42:02,@SBH-25,
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:51,@tookakuidude1121,@quintcarlgamer8552 you dumb this was a callout to grv
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:51,@MJH977,BRUH WTF
Seoul,2,1,BROTHERHOOD,idl.global,1:35:14,@dumpiezzz,Lets goooo
Seoul,1,1,GRV,idl.global,0:16:56,@JaredEarnshaw,OMGGGGG
Sydney,1,3,BROTHERHOOD,steezystudio,1:16:43,@sage_clI,SISTERHOOD
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:24,@heinzfel,DI ON BEAT
Seoul,1,2,BROTHERHOOD,idl.global,0:37:18,@kunsyaman,beat em uppp
Seoul,2,1,1MILLION,idl.global,1:38:20,@vhs_dreams_yt,nah this is wild
Seoul,1,2,QUICK STYLE,idl.global,0:41:29,@UwU-on8kq,EHH
Seoul,2,1,1MILLION,idl.global,1:38:44,@tookakuidude1121,i love number 7 so muchhh
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:44,@oliviatokiohotel,NAH RF WILL WIN FAHHH OMDD
Seoul,1,3,1MILLION,idl.global,0:57:37,@ahmadfadhil7431,CLEAAANNNSSS
Seoul,1,2,QUICK STYLE,idl.global,0:41:44,@Sean_S_00,TOXIC MGA NON DANCERS DITO FEELING MAGALING
Seoul,2,1,BROTHERHOOD,steezystudio,1:38:11,@keiholic,IN SEOUL TOO????
Seoul,2,1,BROTHERHOOD,idl.global,1:34:27,@MJH977,YASS SAJAHOOD
Seoul,2,1,1MILLION,idl.global,1:38:52,@dumpiezzz,This good asf
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:29,@seowonschiaseed,SONG CHOICE IS FIREE
Seoul,2,1,1MILLION,idl.global,1:38:04,@briannajean376,oh nah
Seoul,2,1,1MILLION,idl.global,1:38:45,@lourencediana5680,DO WE STILL NEED TO WATCH THIS? BROTHERHOOD ALREADY WON!!
Seoul,2,1,BROTHERHOOD,steezystudio,1:38:01,@kavoooo1,such a banger
Seoul,2,1,BROTHERHOOD,idl.global,1:35:16,@bea-ok3pl,ADRIANNN
Seoul,2,1,1MILLION,steezystudio,1:42:12,@kavoooo1,ooh
Seoul,1,2,QUICK STYLE,steezystudio,0:44:16,@itscjhernandez,Not strong
Seoul,1,2,BROTHERHOOD,idl.global,0:38:21,@jemsbiii,No new moves??
Seoul,1,2,QUICK STYLE,idl.global,0:41:37,@jangwonyoung1570,weak as callout
Seoul,1,2,BROTHERHOOD,idl.global,0:36:02,@RubyCrystal-u1y,ohhhh!!!!!!!!!
Seoul,2,1,1MILLION,idl.global,1:38:59,@takeyyshi,naangasan parin ako sa hat ng brhd :loudly_crying_face:
Seoul,2,1,BROTHERHOOD,idl.global,1:34:56,@arh1d3a,LMAOOOO YESSSSS
Seoul,1,2,QUICK STYLE,idl.global,0:40:16,@jairozkentbazarsoria2253,messy
Seoul,1,3,1MILLION,idl.global,0:56:37,@okp1763,DAMMNNNNNN
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:56,@allisonkim8623,why did voting start
Sydney,1,3,ROYAL FAMILY,steezystudio,1:10:31,@kyllenavarro-n1e,easy sweap?
Seoul,1,3,1MILLION,idl.global,0:57:25,@Yuxinsrj,GAGGGGGG
Seoul,2,1,BROTHERHOOD,idl.global,1:33:31,@KeiSumiyoshi,WHATTTTTTTTTTTTTTTT
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:51,@SeanEzra-zv2vf,LADY GAGAGAGGAGAAGGAGAGAGAGAGAGAGA
Seoul,2,1,BROTHERHOOD,idl.global,1:35:06,@shiryu1094,astiggg
Seoul,1,2,BROTHERHOOD,idl.global,0:37:18,@melissalin1713,DAYTOOOOOOOON
Seoul,2,1,BROTHERHOOD,idl.global,1:34:25,@kenjifd,GOD DAMNNNN BROOOO SWEAPPPP:double_exclamation_mark::double_exclamation_mark::double_exclamation_mark::double_exclamation_mark:
Seoul,1,1,GRV,idl.global,0:16:35,@yowzzz05,THEY'RE THROWING SHADE AT RD
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:55,@whlskey,nice ads
Seoul,1,2,BROTHERHOOD,idl.global,0:38:13,@RuthieTaufa-f2u,:fire::fire::fire:
Seoul,1,3,1MILLION,idl.global,0:57:38,@heinzfel,YESSSS
Seoul,2,1,1MILLION,idl.global,1:38:41,@GlenCanillas,bh
Seoul,2,1,1MILLION,steezystudio,1:42:27,@rhiazze,i luv this song
Seoul,1,2,BROTHERHOOD,idl.global,0:36:16,@takeyyshi,OHSHI
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:02,@vyanzee6,AYE333
Seoul,1,2,QUICK STYLE,idl.global,0:41:56,@kianzaiYT,maybe they want to win wuickstyle
Seoul,1,2,QUICK STYLE,idl.global,0:40:42,@lovie7347,ITS EUROEANNNN STYLE
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:26,@nishimurr0,lady gaga too
Seoul,1,1,ROYAL FAMILY,steezystudio,0:23:52,@eggyroven,NOW THIS THE ROYAL CAMILY WEE KNOWWW
Seoul,1,3,1MILLION,steezystudio,1:01:16,@yofanboiii,AAAAAA
Seoul,2,1,BROTHERHOOD,idl.global,1:35:58,@Tepaneyy,THEY USEEE KOREANNN MUSIC BRUH YESSSSSSSSSSSSS
Seoul,1,1,GRV,steezystudio,0:18:48,@JacobLeggett,ads bro
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:47,@oma1036,KAHIT ISA LANG JR SEA
