event_name,round,match,team,yt_channel,timestamp,author_name,text,sentiment
Seoul,1,3,1MILLION,idl.global,0:57:27,@eve4560,I LOVEEE IT,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:38:17,@AttillahAlog,weak :((,Negative
Seoul,1,1,ROYAL FAMILY,steezystudio,0:22:29,@elijahidl,Ouuui shiii,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:50,@hroyhn,holy lag,Negative
Seoul,2,1,1MILLION,idl.global,1:39:25,@fbhthkdxs,songggggggggggggggggggggggg boring,Negative
Seoul,2,1,1MILLION,idl.global,1:38:20,@Sean_S_00,SPIDERMAN,Neutral
Seoul,2,1,1MILLION,steezystudio,1:43:14,@rhiazze,SO GOOD,Positive
Seoul,2,1,1MILLION,idl.global,1:39:04,@avy_guel22,Lakass din,Positive
Seoul,1,1,GRV,idl.global,0:14:07,@Lucian7377,First match,Neutral
Seoul,1,2,QUICK STYLE,idl.global,0:39:38,@bellejeanarpilleda4465,PLEASEE LANGG,Neutral
Seoul,1,2,QUICK STYLE,idl.global,0:39:23,@j.feelinright,SO CLEANNNN BUT NOT SO VIBEY,Negative
Seoul,1,2,QUICK STYLE,idl.global,0:41:15,@Helyum3,brhd wins,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:33:52,@hroyhn,AYEEE,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:39:23,@rtyoen7270,Mid,Negative
Seoul,2,1,1MILLION,idl.global,1:39:56,@kikay849,BROTHERHOOOOD,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:51,@OreoSISTAHS,SOOHIEEE,Neutral
Seoul,1,3,1MILLION,idl.global,0:58:38,@heinzfel,SO GOOD,Positive
Seoul,1,3,1MILLION,idl.global,0:57:10,@veronica-yw2vo,may. error,Negative
Seoul,1,2,QUICK STYLE,idl.global,0:40:03,@cenamoncenamobuns,OKAYY,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:52,@TongkanKawayan,LAGGING,Neutral
Seoul,2,1,1MILLION,idl.global,1:39:52,@jj1728,THIS IS CREATIVITYYY!!!!!,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:27,@maya92748,SHADEEEEEEE,Positive
Seoul,2,1,BROTHERHOOD,steezystudio,1:37:03,@Yleviathan,HAHAHAHAH Sahood!,Positive
Seoul,1,1,GRV,steezystudio,0:18:19,@hewwoderek3318,YASSSSSSSS GRVVVVVV,Positive
Seoul,1,1,GRV,idl.global,0:14:13,@tn3cniverd187,LETS GOOO,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:36,@AKAGum00,OKAY JR GET IT???,Positive
Seoul,1,3,1MILLION,idl.global,0:57:22,@patriciadesquitado871,Asa si Gojo,Neutral
Seoul,2,1,1MILLION,idl.global,1:37:48,@noelverzosa8127,straight up favoritism on brhd btw LOLLLLL,Neutral
Seoul,2,1,1MILLION,idl.global,1:39:10,@Not_kassu,HOLYYY,Positive
Seoul,1,3,1MILLION,idl.global,0:57:48,@parkjihou,SHOPPEE TAYO SHOPPEE GUYS TEAM PILIPINS,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:35:54,@cenamoncenamobuns,LETSGO,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:15,@MeltonLagrimas,pangit hahahaha jokeeee,Negative
Seoul,1,3,1MILLION,idl.global,0:55:59,@LucasPasig,SIKAND,Neutral
Seoul,1,3,1MILLION,idl.global,0:57:38,@joelfgallarde,BASIC!!,Negative
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:30,@Helyum3,OH,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:38:28,@aguxtd,wooo,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:34:04,@F3ATH3RH3ATH3R,TAKEDOWN YOOO,Positive
Seoul,2,1,1MILLION,idl.global,1:37:43,@rynfrrr,SPIDER MAN,Neutral
Seoul,1,3,1MILLION,idl.global,0:58:24,@christiankyleescoto2160,SHOPPEE SHOPPEE SHOPPEE,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:47,@taemo_baho,WHAT????,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:36:05,@UwU-on8kq,HOLY,Positive
Seoul,2,1,BROTHERHOOD,steezystudio,1:38:39,@InsaniTy-t3z,wtfffff,Negative
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:20,@yowzzz05,WAITTTT,Positive
Seoul,1,1,GRV,idl.global,0:15:30,@connellyzdiaz4529,goodluck,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:15,@jnaethan33,this song again?,Negative
Seoul,2,1,ROYAL FAMILY,idl.global,1:30:30,@yofanboiii,:crown::crown::crown::crown::crown::crown::crown::crown:,Positive
Seoul,1,3,1MILLION,idl.global,0:57:25,@melissalin1713,CLEAN SWEEP,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:26,@AttillahAlog,weak also,Negative
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:46,@thandeka1379,why was it lagging,Negative
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:42,@markilaset09,JR GALINGAN NYO KAHIT ISANG POINT,Positive
Seoul,1,2,BROTHERHOOD,idl.global,0:37:18,@UwU-on8kq,LIGHTSSSSS,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:33:30,@minimeal9353,SAJAHOOD LETS GOOO,Positive
Seoul,2,1,ROYAL FAMILY,idl.global,1:29:36,@DJJD17,:crown::yellow_heart:CROWNS UP:yellow_heart::crown:,Positive
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:33,@enashinoo,GRV COOKED,Neutral
Seoul,2,1,ROYAL FAMILY,idl.global,1:30:03,@hshszzi,smooth,Positive
Seoul,2,1,ROYAL FAMILY,steezystudio,1:33:02,@sunakochan466,They would upload the junior i think,Neutral
Seoul,1,2,QUICK STYLE,idl.global,0:41:47,@joOhners,NO COMMMENTO!,Positive
Seoul,1,3,1MILLION,idl.global,0:56:45,@markilaset09,GAGSTI,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:07,@malennamae,Idk they kinda remind me of highschool dance team,Negative
Seoul,1,3,1MILLION,idl.global,0:57:08,@neorrii,SUPPORT PHILIPPINES HA WAG KAYONG ANO,Neutral
Seoul,2,1,1MILLION,idl.global,1:37:58,@victxriah,WFTFFFFFF,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:19:39,@connellyzdiaz4529,RFFFFFFF,Positive
Seoul,2,1,BROTHERHOOD,steezystudio,1:37:59,@irwin-rz2uq,OH THEYRE TAKING IT,Positive
Seoul,1,1,GRV,idl.global,0:14:07,@Bitcxbed,IM EXCITED,Positive
Seoul,2,1,ROYAL FAMILY,steezystudio,1:35:23,@yooo_seoji,formation and spacing really is their strength,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:33:58,@leviaiki9168,LMAOOOO,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:38,@bonkersz0,grv shade,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:04,@AKAGum00,ohh....,Neutral
Seoul,2,1,ROYAL FAMILY,idl.global,1:31:38,@harrybui1264,Whatttt,Neutral
Seoul,1,3,1MILLION,idl.global,0:56:45,@CDSBang,LEZGOOOOO,Positive
Seoul,1,3,1MILLION,idl.global,0:56:58,@tealcushion,DAMNNNN,Positive
Seoul,2,1,1MILLION,idl.global,1:38:26,@lourencediana5680,DO WE STILL NEED TO WATCH THIS? BROTHERHOOD ALREADY WON!!,Negative
Seoul,1,3,1MILLION,idl.global,0:58:29,@wavetoearth.02,WAIT I ACTUALLY LOVEEEE,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:35:19,@penguinixx,LETSSS GOOOOOO,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,0:59:42,@bpinkbit,lia kim is so motherrrr,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:20,@vahnyk,boring,Negative
Seoul,2,1,BROTHERHOOD,steezystudio,1:36:55,@jbrevilleza3636,BROOOOO,Positive
Seoul,2,1,BROTHERHOOD,steezystudio,1:36:59,@dvwr,LMAOO SAJA BOYS,Positive
Seoul,2,1,ROYAL FAMILY,idl.global,1:31:33,@Maggie_Yang,omggg,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:51,@SeanEzra-zv2vf,LAGGGGGG GAGOOOOOOO,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:14,@enashinoo,VERY clean but not striking,Negative
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:27,@yourbaddie143,VOTE FOR GRV!!!!!,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:35:06,@ReVeLy-ez3qt,SO COOL,Positive
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:38,@putt._puttt,TUFF,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:42:18,@SBH-25,,Neutral
Seoul,2,1,ROYAL FAMILY,idl.global,1:29:42,@DJJD17,wowwwwwwwww,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:52,@LucasPasig,NAH RIGGED,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:38:03,@kunsyaman,LETS GO KELVINNNN,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:34:11,@ken-l1p8u,song choice is eh,Negative
Seoul,1,3,1MILLION,idl.global,0:57:53,@CallMeNath-2,Sheeeeeesh thats fire!,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:52,@isabella-rc7ks,BROTHERHOODD,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:33:46,@yukaaa3212,AHHHH,Neutral
Seoul,1,1,GRV,idl.global,0:16:17,@shiryu1094,umay,Negative
Seoul,2,1,BROTHERHOOD,idl.global,1:35:05,@kunsyaman,better than their first icl,Positive
Seoul,1,1,GRV,idl.global,0:15:47,@lili_blink000,Ayeeee woaahhh,Positive
Seoul,1,2,BROTHERHOOD,idl.global,0:38:06,@frannymalzar,SYNCHRONIZATION BADDIES,Positive
Seoul,1,1,GRV,idl.global,0:15:34,@taynguyener,Oh NO,Neutral
Seoul,1,2,QUICK STYLE,idl.global,0:40:28,@Kyle-108,boring,Negative
Seoul,1,3,1MILLION,steezystudio,0:59:38,@klarzsenpaiii,HOLY,Positive
Seoul,2,1,1MILLION,idl.global,1:39:01,@MotivatedPotatoKnish,this fire,Positive
Seoul,1,2,BROTHERHOOD,idl.global,0:36:16,@joOhners,OKK!!,Positive
Seoul,1,1,GRV,idl.global,0:15:25,@justwavvv,luh bat ganyan yung lighting hahahha,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:37:01,@melissalin1713,ELDOOOOOON,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:39:23,@SiyamiKI,oh noo,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:45,@Sparklebutterfly14,calling out grvvvv,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:47,@MJH977,IT LAGGING,Negative
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:02,@Tantadolp,0 7 SWEEEPPPPPP,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:34:05,@ellieanagnostou7545,GOOOOO BROTHERHOODD,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:39:22,@PowerTheCrew,i feel like they were holding back,Negative
Seoul,2,1,1MILLION,idl.global,1:38:42,@tosenzoe,mid,Negative
Seoul,2,1,1MILLION,idl.global,1:38:07,@ellieanagnostou7545,GOOOOO BROTHERHOODD,Neutral
Seoul,1,2,QUICK STYLE,idl.global,0:41:45,@shelleybutler-tx5hn,Boring,Negative
Seoul,1,3,1MILLION,steezystudio,0:59:22,@JacobLeggett,ouuuuu,Positive
Seoul,2,1,1MILLION,idl.global,1:39:28,@NevereverMindeddd,BROTHERHOOD GONNA WIN,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:35:37,@academicsfirst,OMG,Positive
Seoul,2,1,1MILLION,idl.global,1:37:51,@takeyyshi,its giving spiderman,Neutral
Seoul,1,2,BROTHERHOOD,idl.global,0:36:00,@bonkersz0,LETS GOOOO BRHD,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:59,@74D3N,THE LAGGG,Neutral
Seoul,2,1,1MILLION,idl.global,1:37:44,@LucasPasig,LIKE A SPIDER,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:53,@Lucian7377,RIGGEDD,Negative
Seoul,1,1,ROYAL FAMILY,idl.global,0:19:56,@xaroulaspanou,yeahhhh,Positive
Seoul,2,1,ROYAL FAMILY,idl.global,1:32:13,@adrianpaulyadao6190,damn,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:05,@Ynasy_Ynasy,nahhh grv>royal fam,Negative
Seoul,1,2,QUICK STYLE,idl.global,0:40:01,@jeio7737,AYE AYE AYE,Positive
Seoul,2,1,ROYAL FAMILY,idl.global,1:31:16,@akaili1088,see the stream doesnt lag,Neutral
Seoul,1,1,GRV,idl.global,0:14:24,@ClydeLacambra,GRV!!!,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:39:46,@Reiddddddddd,L crowd EWWW WTF KOREA,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:18:29,@yowzzz05,RF FIREEEEE,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:36,@takeyyshi,boring,Negative
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:49,@blackpinkstan101,Why tf is it lagging,Negative
Seoul,1,3,1MILLION,idl.global,0:57:42,@rubysayer3025,YUUUCKKK,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:40:04,@tobioweb5500,qs has a chance!!,Positive
Seoul,2,1,1MILLION,idl.global,1:39:17,@Anastasia-rt4mi,Good afs,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:24,@kenramping,brotherhood just matched their energy for the 1v1 guys,Negative
Seoul,1,2,QUICK STYLE,idl.global,0:40:58,@mokipop3069,THE CALLOUT,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:33:40,@ellieanagnostou7545,GOOOOO BROTHERHOODD,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:42:02,@SBH-25,,Neutral
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:51,@tookakuidude1121,@quintcarlgamer8552 you dumb this was a callout to grv,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:51,@MJH977,BRUH WTF,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:35:14,@dumpiezzz,Lets goooo,Positive
Seoul,1,1,GRV,idl.global,0:16:56,@JaredEarnshaw,OMGGGGG,Positive
Sydney,1,3,BROTHERHOOD,steezystudio,1:16:43,@sage_clI,SISTERHOOD,Neutral
Seoul,1,3,JAM REPUBLIC,idl.global,1:00:24,@heinzfel,DI ON BEAT,Positive
Seoul,1,2,BROTHERHOOD,idl.global,0:37:18,@kunsyaman,beat em uppp,Positive
Seoul,2,1,1MILLION,idl.global,1:38:20,@vhs_dreams_yt,nah this is wild,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:29,@UwU-on8kq,EHH,Negative
Seoul,2,1,1MILLION,idl.global,1:38:44,@tookakuidude1121,i love number 7 so muchhh,Positive
Seoul,1,1,ROYAL FAMILY,steezystudio,0:21:44,@oliviatokiohotel,NAH RF WILL WIN FAHHH OMDD,Positive
Seoul,1,3,1MILLION,idl.global,0:57:37,@ahmadfadhil7431,CLEAAANNNSSS,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:41:44,@Sean_S_00,TOXIC MGA NON DANCERS DITO FEELING MAGALING,Neutral
Seoul,2,1,BROTHERHOOD,steezystudio,1:38:11,@keiholic,IN SEOUL TOO????,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:34:27,@MJH977,YASS SAJAHOOD,Positive
Seoul,2,1,1MILLION,idl.global,1:38:52,@dumpiezzz,This good asf,Positive
Seoul,1,1,ROYAL FAMILY,idl.global,0:20:29,@seowonschiaseed,SONG CHOICE IS FIREE,Positive
Seoul,2,1,1MILLION,idl.global,1:38:04,@briannajean376,oh nah,Negative
Seoul,2,1,1MILLION,idl.global,1:38:45,@lourencediana5680,DO WE STILL NEED TO WATCH THIS? BROTHERHOOD ALREADY WON!!,Negative
Seoul,2,1,BROTHERHOOD,steezystudio,1:38:01,@kavoooo1,such a banger,Positive
Seoul,2,1,BROTHERHOOD,idl.global,1:35:16,@bea-ok3pl,ADRIANNN,Positive
Seoul,2,1,1MILLION,steezystudio,1:42:12,@kavoooo1,ooh,Neutral
Seoul,1,2,QUICK STYLE,steezystudio,0:44:16,@itscjhernandez,Not strong,Negative
Seoul,1,2,BROTHERHOOD,idl.global,0:38:21,@jemsbiii,No new moves??,Negative
Seoul,1,2,QUICK STYLE,idl.global,0:41:37,@jangwonyoung1570,weak as callout,Negative
Seoul,1,2,BROTHERHOOD,idl.global,0:36:02,@RubyCrystal-u1y,ohhhh!!!!!!!!!,Positive
Seoul,2,1,1MILLION,idl.global,1:38:59,@takeyyshi,naangasan parin ako sa hat ng brhd :loudly_crying_face:,Neutral
Seoul,2,1,BROTHERHOOD,idl.global,1:34:56,@arh1d3a,LMAOOOO YESSSSS,Positive
Seoul,1,2,QUICK STYLE,idl.global,0:40:16,@jairozkentbazarsoria2253,messy,Negative
Seoul,1,3,1MILLION,idl.global,0:56:37,@okp1763,DAMMNNNNNN,Positive
Seoul,1,3,JAM REPUBLIC,idl.global,1:01:56,@allisonkim8623,why did voting start,Neutral
Sydney,1,3,ROYAL FAMILY,steezystudio,1:10:31,@kyllenavarro-n1e,easy sweap?,Positive
Seoul,1,3,1MILLION,idl.global,0:57:25,@Yuxinsrj,GAGGGGGG,Positive
